Code,Col1,Col2,Col3,Col4,Col5,Col6,Col7,Col8
1513293020,99736,80,1,1513293000,32497,80,"Palm kernel oil for the manufacture of: - industrial monocarboxylic fatty acids of subheading 3823 19 10, - methyl esters of fatty acids of heading 2915 or 2916, - fatty alcohols of subheadings 2905 17, 2905 19 and 3823 70 used for the manufacture of cosmetics, washing products or pharmaceutical products, - fatty alcohols of subheading 2905 16, pure or mixed, used for the manufacture of cosmetics, washing products or pharmaceutical products, - stearic acid of subheading 3823 11 00, - goods of heading 3401, or - fatty acids with high purity of heading 2915 ",5
1513293090,71145,80,1,1513293000,32497,80,Other,5
1513295000,32500,10,0,1513293000,32496,10,Other,4
1513295000,32501,80,1,1513295000,32500,10,In immediate packings of a net content not exceeding 1 kg,5
1513299000,77192,80,1,1513295000,32500,10,Other,5
1514000000,32505,80,0,1500000000,32355,80,"Rape, colza or mustard oil and fractions thereof, whether or not refined, but not chemically modified",0
1514110000,72969,10,0,1514000000,32505,80,Low-erucic-acid rape or colza oil and its fractions,1
1514110000,72970,80,0,1514110000,72969,10,Crude oil,2
1514111000,72971,80,1,1514110000,72970,80,For technical or industrial uses other than the manufacture of foodstuffs for human consumption,3
1514119000,72972,80,1,1514110000,72970,80,Other,3
1514190000,72973,80,0,1514110000,72969,10,Other,2
1514191000,72974,80,1,1514190000,72973,80,For technical or industrial uses other than the manufacture of foodstuffs for human consumption,3
1514199000,72975,80,1,1514190000,72973,80,Other,3
1514910000,72976,10,0,1514000000,32505,80,Other,1
1514910000,72977,80,0,1514910000,72976,10,Crude oil,2
1514911000,72978,80,1,1514910000,72977,80,For technical or industrial uses other than the manufacture of foodstuffs for human consumption,3
1514919000,72979,80,1,1514910000,72977,80,Other,3
1514990000,72980,80,0,1514910000,72976,10,Other,2
1514991000,72981,80,1,1514990000,72980,80,For technical or industrial uses other than the manufacture of foodstuffs for human consumption,3
1514999000,72982,80,1,1514990000,72980,80,Other,3
1515000000,32514,80,0,1500000000,32355,80,"Other fixed vegetable fats and oils (including jojoba oil) and their fractions, whether or not refined, but not chemically modified",0
1515110000,32515,10,0,1515000000,32514,80,Linseed oil and its fractions,1
1515110000,32516,80,1,1515110000,32515,10,Crude oil,2
1515190000,32517,80,0,1515110000,32515,10,Other,2
1515191000,32518,80,1,1515190000,32517,80,For technical or industrial uses other than the manufacture of foodstuffs for human consumption,3
1515199000,32519,80,1,1515190000,32517,80,Other,3
1515210000,32520,10,0,1515000000,32514,80,Maize (corn) oil and its fractions,1
1515210000,32521,80,0,1515210000,32520,10,Crude oil,2
1515211000,32522,80,1,1515210000,32521,80,For technical or industrial uses other than the manufacture of foodstuffs for human consumption,3
1515219000,32523,80,1,1515210000,32521,80,Other,3
1515290000,32524,80,0,1515210000,32520,10,Other,2
1515291000,32525,80,1,1515290000,32524,80,For technical or industrial uses other than the manufacture of foodstuffs for human consumption,3
1515299000,32526,80,1,1515290000,32524,80,Other,3
1515300000,32527,80,0,1515000000,32514,80,Castor oil and its fractions,1
1515301000,32528,80,1,1515300000,32527,80,For the production of aminoundecanoic acid for use in the manufacture of synthetic textile fibres or of artificial plastic materials,2
1515309000,32529,80,1,1515300000,32527,80,Other,2
1515500000,32531,80,0,1515000000,32514,80,Sesame oil and its fractions,1
1515501100,32532,10,0,1515500000,32531,80,Crude oil,2
1515501100,32533,80,1,1515501100,32532,10,For technical or industrial uses other than the manufacture of foodstuffs for human consumption,3
1515501900,32534,80,1,1515501100,32532,10,Other,3
1515509100,32535,10,0,1515500000,32531,80,Other,2
1515509100,32536,80,1,1515509100,32535,10,For technical or industrial uses other than the manufacture of foodstuffs for human consumption,3
1515509900,32537,80,1,1515509100,32535,10,Other,3
1515900000,32541,80,0,1515000000,32514,80,Other,1
1515901100,86534,80,1,1515900000,32541,80,Tung oil; jojoba and oiticica oils; myrtle wax and Japan wax; their fractions,2
1515902100,32543,10,0,1515900000,32541,80,Tobacco-seed oil and its fractions,2
1515902100,32544,20,0,1515902100,32543,10,Crude oil,3
1515902100,32545,80,1,1515902100,32544,20,For technical or industrial uses other than the manufacture of foodstuffs for human consumption,4
1515902900,32546,80,1,1515902100,32544,20,Other,4
1515903100,32547,10,0,1515902100,32543,10,Other,3
1515903100,32548,80,1,1515903100,32547,10,For technical or industrial uses other than the manufacture of foodstuffs for human consumption,4
1515903900,32549,80,1,1515903100,32547,10,Other,4
1515904000,32550,10,0,1515900000,32541,80,Other oils and their fractions,2
1515904000,32551,20,0,1515904000,32550,10,Crude oils,3
1515904000,32552,80,1,1515904000,32551,20,For technical or industrial uses other than the manufacture of foodstuffs for human consumption,4
1515905100,32553,10,0,1515904000,32551,20,Other,4
1515905100,32554,80,1,1515905100,32553,10,"Solid, in immediate packings of a net content not exceeding 1 kg",5
1515905900,32555,80,1,1515905100,32553,10,"Solid, other; fluid",5
1515906000,32556,10,0,1515904000,32550,10,Other,3
1515906000,32557,80,1,1515906000,32556,10,For technical or industrial uses other than the manufacture of foodstuffs for human consumption,4
1515909100,32558,10,0,1515906000,32556,10,Other,4
1515909100,32559,80,1,1515909100,32558,10,"Solid, in immediate packings of a net content not exceeding 1 kg",5
1515909900,32560,80,0,1515909100,32558,10,"Solid, other; fluid",5
1515909920,98797,80,1,1515909900,32560,80,Hazelnut oil,6
1515909992,76704,80,1,1515909900,32560,80,"Vegetable oil, refined, containing by weight 35% or more but not more than 50% of arachidonic acid or 35% or more but not more than 50% of docosahexaenoic acid",6
1515909999,55315,80,1,1515909900,32560,80,Other,6
1516000000,32561,80,0,1500000000,32355,80,"Animal or vegetable fats and oils and their fractions, partly or wholly hydrogenated, inter-esterified, re-esterified or elaidinised, whether or not refined, but not further prepared",0
1516100000,32562,80,0,1516000000,32561,80,Animal fats and oils and their fractions,1
1516101000,32563,80,0,1516100000,32562,80,In immediate packings of a net content not exceeding 1 kg,2
1516101010,32564,80,1,1516101000,32563,80,Of fish and of marine mammals,3
1516101090,32565,80,1,1516101000,32563,80,Other,3
1516109000,32566,80,0,1516100000,32562,80,Other,2
1516109010,98674,80,1,1516109000,32566,80,Of fish and of marine mammals,3
1516109090,32570,80,1,1516109000,32566,80,Other,3
1516200000,32571,80,0,1516000000,32561,80,Vegetable fats and oils and their fractions,1
1516201000,32572,80,1,1516200000,32571,80,"Hydrogenated castor oil, so called 'opal-wax'",2
1516209100,32573,10,0,1516200000,32571,80,Other,2
1516209100,32574,80,1,1516209100,32573,10,In immediate packings of a net content not exceeding 1 kg,3
1516209500,56356,10,0,1516209100,32573,10,Other,3
1516209500,56357,80,1,1516209500,56356,10,"Colza, linseed, rapeseed, sunflower-seed, illipe, karite, makore, touloucouna or babassu oils, for technical or industrial uses other than the manufacture of foodstuffs for human consumption",4
1516209600,56358,10,0,1516209500,56356,10,Other,4
1516209600,56359,80,0,1516209600,56358,10,"Groundnut, cotton-seed, soya-bean or sunflower-seed oils; other oils containing less than 50% by weight of free fatty acids and excluding palm kernel, illipe, coconut, colza, rapeseed or copaiba oils",5
1516209620,92754,80,1,1516209600,56359,80,"Jojoba oil, hydrogenated and interesterified, without any further chemical modification and not subjected to any texturisation process",6
1516209690,92635,80,1,1516209600,56359,80,Other,6
1516209800,56360,80,0,1516209600,56358,10,Other,5
1516209821,92963,10,0,1516209800,56360,80,"Blends containing by weight more than 20% of fatty-acid mono-alkyl esters and/or paraffinic gasoil obtained from synthesis and/or hydro-treatment, of non-fossil origin, commonly known as 'biodiesel'",6
1516209821,92964,80,1,1516209821,92963,10,Consigned from Canada,7
1516209829,92965,80,1,1516209821,92963,10,Other,7
1516209830,92966,80,1,1516209800,56360,80,"Blends containing by weight 20% or less of fatty-acid mono-alkyl esters and/or paraffinic gasoil obtained from synthesis and/or hydro-treatment, of non-fossil origin",6
1516209880,91224,80,1,1516209800,56360,80,Other,6
1517000000,32580,80,0,1500000000,32355,80,"Margarine; edible mixtures or preparations of animal or vegetable fats or oils or of fractions of different fats or oils of this chapter, other than edible fats or oils or their fractions of heading 1516",0
1517100000,32581,80,0,1517000000,32580,80,"Margarine, excluding liquid margarine",1
